gene,proteinSearched,EnsemblID,EntrezSummary,todaysDate,healthy_Mean,acuteLymeDisease_Mean,antibodies_1month_Mean,antibodies_6month_Mean,acuteHealthy_foldChange,antibodies_1month_healthy_foldChange,antibodies_6month_healthy_foldchange,classSample,classValue,class
CYP7B1,protein,ENSG00000172817,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This endoplasmic reticulum membrane protein catalyzes the first reaction in the cholesterol catabolic pathway of extrahepatic tissues, which converts cholesterol to bile acids. This enzyme likely plays a minor role in total bile acid synthesis, but may also be involved in the development of atherosclerosis, neurosteroid metabolism and sex hormone synthesis. Mutations in this gene have been associated with hereditary spastic paraplegia (SPG5 or HSP), an autosomal recessive disorder. [provided by RefSeq, Apr 2016]",Thu Aug 27 08:09:24 2020,7.77E-05,0.4326625,-7.77E-05,0.08291149,5568.371943,-1,1067.071943,healthyControl_6,0.17962694,healthy
DLG3,protein,ENSG00000082458,"This gene encodes a member of the membrane-associated guanylate kinase protein family. The encoded protein may play a role in clustering of NMDA receptors at excitatory synapses. It may also negatively regulate cell proliferation through interaction with the C-terminal region of the adenomatosis polyposis coli tumor suppressor protein. Mutations in this gene have been associated with X-linked cognitive disability. Alternatively spliced transcript variants have been described. [provided by RefSeq, Oct 2009]",Thu Aug 27 08:09:31 2020,-0.000759415,0.45978309,0.563445008,-0.101035459,-605.4437824,-741.9461138,133.0438024,healthyControl_6,0.024404717,healthy
ENO1,protein,ENSG00000074800,"This gene encodes alpha-enolase, one of three enolase isoenzymes found in mammals. Each isoenzyme is a homodimer composed of 2 alpha, 2 gamma, or 2 beta subunits, and functions as a glycolytic enzyme. Alpha-enolase in addition, functions as a structural lens protein (tau-crystallin) in the monomeric form. Alternative splicing of this gene results in a shorter isoform that has been shown to bind to the c-myc promoter and function as a tumor suppressor. Several pseudogenes have been identified, including one on the long arm of chromosome 1. Alpha-enolase has also been identified as an autoantigen in Hashimoto encephalopathy. [provided by RefSeq, Jan 2011]",Thu Aug 27 08:09:36 2020,-0.000192163,0.308855373,0.409181603,-0.316361747,-1607.254454,-2129.342764,1646.316918,healthyControl_6,-0.4178791,healthy
ESYT1,protein,ENSG00000139641,"                                            ESYT1 (Extended Synaptotagmin 1) is a Protein Coding gene.                                            Diseases associated with ESYT1 include Stormorken Syndrome and Myopathy, Tubular Aggregate, 1.                                            Among its related pathways are Sphingolipid metabolism and Metabolism.                                            Gene Ontology (GO) annotations related to this gene include lipid binding and phospholipid binding.                                            An important paralog of this gene is ESYT2.",Thu Aug 27 08:09:49 2020,-0.000558,-0.38195896,-0.16911316,-1.089333,684.5142652,303.0701792,1952.209677,healthyControl_6,0.5622082,healthy
F2,protein,ENSG00000180210,"This gene encodes the prothrombin protein (also known as coagulation factor II). This protein is proteolytically cleaved in multiple steps to form the activated serine protease thrombin. The activated thrombin enzyme plays an important role in thrombosis and hemostasis by converting fibrinogen to fibrin during blood clot formation, by stimulating platelet aggregation, and by activating additional coagulation factors. Thrombin also plays a role in cell proliferation, tissue repair, and angiogenesis as well as maintaining vascular integrity during development and postnatal life. Peptides derived from the C-terminus of this protein have antimicrobial activity against E. coli and P. aeruginosa. Mutations in this gene lead to various forms of thrombosis and dysprothrombinemia. Rapid increases in cytokine levels following coronavirus infections can dysregulate the coagulation cascade and produce thrombosis, compromised blood supply, and organ failure. [provided by RefSeq, May 2020]",Thu Aug 27 08:09:34 2020,0.000134228,-0.201837618,0.065562413,0.317742813,-1503.688628,488.4394502,2367.181395,healthyControl_6,0.365434963,healthy
FAM162A,protein,ENSG00000114023,"                                            FAM162A (Family With Sequence Similarity 162 Member A) is a Protein Coding gene.                                            Diseases associated with FAM162A include Arthrogryposis, Distal, Type 7.                                                                                                                                    An important paralog of this gene is FAM162B.",Thu Aug 27 08:09:38 2020,7.65E-05,-0.267474535,-0.162024735,-0.73966205,-3494.914383,-2117.070983,-9664.679058,healthyControl_6,-0.2148986,healthy
FRS3,protein,ENSG00000137218,"This gene encodes a substrate for the fibroblast growth factor receptor. The encoded protein is found in the peripheral plasma membrane and links fibroblast growth factor receptor stimulation to activators of Ras. The encoded protein down-regulates extracellular regulated kinase 2 through direct binding. [provided by RefSeq, Jul 2013]",Thu Aug 27 08:09:46 2020,-0.00014,-0.037875414,0.3397107,0.21719837,270.5386714,-2426.505,-1551.416929,healthyControl_6,-0.60407114,healthy
GATC,protein,ENSG00000257218,                                            GATC (Glutamyl-TRNA Amidotransferase Subunit C) is a Protein Coding gene.                                            Diseases associated with GATC include Combined Oxidative Phosphorylation Deficiency 42 and Wound Botulism.                                            Among its related pathways are Metabolism and tRNA Aminoacylation.                                            Gene Ontology (GO) annotations related to this gene include glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity.                                            An important paralog of this gene is ENSG00000111780.,Thu Aug 27 08:09:37 2020,-0.000256,0.45491314,0.089746475,-0.4812107,-1777.004453,-350.572168,1879.729297,healthyControl_6,-0.002932549,healthy
HECW1,protein,ENSG00000002746,"                                            HECW1 (HECT, C2 And WW Domain Containing E3 Ubiquitin Protein Ligase 1) is a Protein Coding gene.                                                                                        Among its related pathways are Signaling by GPCR and Signaling by Wnt.                                            Gene Ontology (GO) annotations related to this gene include ligase activity and ubiquitin protein ligase activity.                                            An important paralog of this gene is HECW2.",Thu Aug 27 08:09:39 2020,-0.000307797,0.01068449,-0.32570147,0.34871185,-34.71278148,1058.169735,-1132.928034,healthyControl_6,0.29682398,healthy
HPGD,protein,ENSG00000164120,"This gene encodes a member of the short-chain nonmetalloenzyme alcohol dehydrogenase protein family. The encoded enzyme is responsible for the metabolism of prostaglandins, which function in a variety of physiologic and cellular processes such as inflammation. Mutations in this gene result in primary autosomal recessive hypertrophic osteoarthropathy and cranioosteoarthropathy. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2009]",Thu Aug 27 08:09:46 2020,4.54E-05,-0.022752642,-0.153405397,-0.004063427,-501.2644,-3379.68071,-89.52153259,healthyControl_6,-0.066673013,healthy
IGFALS,protein,ENSG00000099769,"The protein encoded by this gene is a serum protein that binds insulin-like growth factors, increasing their half-life and their vascular localization. Production of the encoded protein, which contains twenty leucine-rich repeats, is stimulated by growth hormone. Defects in this gene are a cause of acid-labile subunit deficiency, which maifests itself in a delayed and slow puberty. Three transcript variants encoding two different isoforms have been found for this gene. [provided by RefSeq, Mar 2009]",Thu Aug 27 08:09:32 2020,-0.000343,0.21468067,-0.32876444,-0.26306129,-625.8911662,958.4969096,766.9425364,healthyControl_6,0.007001638,healthy
ISG20,protein,ENSG00000172183,                                            ISG20 (Interferon Stimulated Exonuclease Gene 20) is a Protein Coding gene.                                            Diseases associated with ISG20 include Hepatitis C and Yellow Fever.                                            Among its related pathways are Interferon gamma signaling and Innate Immune System.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and 3'-5'-exoribonuclease activity.                                            An important paralog of this gene is AEN.,Thu Aug 27 08:09:27 2020,-5.25E-06,-0.0163517,0.16034698,-0.8089056,3114.609524,-30542.2819,154077.2571,healthyControl_6,-0.073384285,healthy
KCNJ16,protein,ENSG00000153822,"Potassium channels are present in most mammalian cells, where they participate in a wide range of physiologic responses. The protein encoded by this gene is an integral membrane protein and inward-rectifier type potassium channel. The encoded protein, which tends to allow potassium to flow into rather than out of a cell, can form heterodimers with two other inward-rectifier type potassium channels. It may function in fluid and pH balance regulation. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Apr 2014]",Thu Aug 27 08:09:48 2020,0.00022185,0.071464539,-0.139465564,0.50971401,322.129991,-628.6480212,2297.56146,healthyControl_6,0.63788391,healthy
KHDRBS3,protein,ENSG00000131773,"                                            KHDRBS3 (KH RNA Binding Domain Containing, Signal Transduction Associated 3) is a Protein Coding gene.                                            Diseases associated with KHDRBS3 include Extratemporal Epilepsy and Subacute Leukemia.                                            Among its related pathways are Signaling by GPCR and Signaling by PTK6.                                            Gene Ontology (GO) annotations related to this gene include nucleic acid binding and RNA binding.                                            An important paralog of this gene is KHDRBS2.",Thu Aug 27 08:09:50 2020,-0.000219464,-0.116914867,-0.038663865,0.46088445,532.7279218,176.1736636,-2100.041009,healthyControl_6,0.096314075,healthy
